"","stopid","agency","purpose","race","gender","searchoccur","year","officerid","age","month","day","InFigure3","Berry"
"60064",6593615,"Raleigh Police Department","Speed Limit","White","Female",0,2006,19743851,38,12,13,FALSE,8.6
"40112",5083093,"Raleigh Police Department","Driving Impaired","White","Female",0,2005,19626458,23,4,21,FALSE,11
"163044",16576282,"Raleigh Police Department","Speed Limit","White","Female",0,2013,19784435,28,4,5,FALSE,3.6
"39768",5081428,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2005,19621914,25,4,10,FALSE,8.3
"14136",2552799,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2002,19775634,47,12,21,TRUE,18.5
"113170",11854364,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2010,19812106,45,6,7,FALSE,17.3
"141097",14436122,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2011,19867460,37,12,14,TRUE,11.2
"75138",7938075,"Raleigh Police Department","Safe Movement","White","Male",0,2007,19832496,57,12,9,FALSE,22.3
"54644",6171105,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2006,19763012,35,7,13,TRUE,17.3
"114099",11858115,"Raleigh Police Department","Other Vehicle","White","Male",0,2010,19812106,47,6,11,FALSE,17.6
"64993",7013220,"Raleigh Police Department","Safe Movement","Black","Male",0,2007,19756826,23,3,9,FALSE,21.6
"103732",11167752,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2009,19812106,45,12,10,FALSE,11.4
"32667",4431584,"Raleigh Police Department","Seat Belt","White","Female",0,2004,19740760,24,8,20,FALSE,13.6
"89826",9678165,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2009,19735614,51,2,12,FALSE,8.5
"151594",15579459,"Raleigh Police Department","Speed Limit","White","Male",0,2012,19687908,48,8,30,FALSE,11.5
"131271",13508494,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2011,19851240,26,5,24,FALSE,5.9
"17191",2853991,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2003,19729159,45,3,11,FALSE,24.4
"47204",5663044,"Raleigh Police Department","Speed Limit","Black","Male",0,2006,19737843,24,1,18,FALSE,21.2
"152151",15581493,"Raleigh Police Department","Speed Limit","White","Female",0,2012,19835340,30,8,27,FALSE,16
"91484",9830259,"Raleigh Police Department","Speed Limit","Black","Male",0,2009,19706218,37,3,10,FALSE,1.3
"141645",14661472,"Raleigh Police Department","Speed Limit","White","Male",0,2012,19784435,34,1,8,FALSE,13.8
"137749",14007705,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2011,19869336,24,9,6,TRUE,0.4
"24871",3564460,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2003,2739,35,11,22,FALSE,11
"137045",14004539,"Raleigh Police Department","Speed Limit","White","Male",0,2011,19860609,54,9,15,FALSE,24.9
"40672",5179959,"Raleigh Police Department","Other Vehicle","Black","Male",0,2005,19667591,28,6,7,FALSE,0.3
"21986",3326169,"Raleigh Police Department","Investigation","Black","Female",0,2003,19684688,18,8,10,TRUE,7.1
"132651",13589132,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2011,19851240,20,6,15,FALSE,21.8
"11317",2265790,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2002,19703795,24,9,25,TRUE,16.2
"7522",1957211,"Raleigh Police Department","Speed Limit","Black","Female",0,2002,19706367,53,6,17,FALSE,16
"7275",1956212,"Raleigh Police Department","Other Vehicle","Black","Female",0,2002,19703197,42,6,10,TRUE,0.6
"43624",5353998,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2005,19766282,21,8,22,TRUE,0.6
"82619",8619404,"Raleigh Police Department","Speed Limit","Black","Female",0,2008,19667591,23,6,22,FALSE,17.5
"139642",14352616,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2011,19867460,48,11,30,TRUE,8
"17130",2853731,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2003,19731439,30,3,10,TRUE,9.7
"163229",16722796,"Raleigh Police Department","Speed Limit","Black","Male",0,2013,19825904,23,5,13,FALSE,12.9
"58078",6424990,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2006,19703591,30,10,28,FALSE,2.4
"56467",6322568,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2006,19786618,36,9,17,TRUE,7.6
"147933",15156610,"Raleigh Police Department","Speed Limit","White","Male",0,2012,19864602,20,5,19,FALSE,15.2
"15760",2756806,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2003,19785161,24,2,2,TRUE,18.7
"106636",11257756,"Raleigh Police Department","Speed Limit","White","Female",0,2010,19800001,36,2,3,FALSE,24.3
"37434",4775978,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2005,19706367,22,1,13,FALSE,5.6
"53492",6083153,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2006,19728105,25,6,15,FALSE,1.2
"132635",13589052,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2011,19863154,33,6,14,FALSE,5.4
"173046",17584183,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2013,19801946,45,12,30,TRUE,15
"80387",8356023,"Raleigh Police Department","Speed Limit","White","Male",0,2008,19660950,55,4,30,FALSE,20.4
"57177",6421565,"Raleigh Police Department","Seat Belt","Black","Female",0,2006,19552992,37,10,4,FALSE,8.4
"3787",1724811,"Raleigh Police Department","Safe Movement","Black","Female",0,2002,19706367,44,4,2,FALSE,23.4
"108830",11370714,"Raleigh Police Department","Speed Limit","White","Female",0,2010,19775679,25,3,23,TRUE,15.7
"81446",8489438,"Raleigh Police Department","Speed Limit","Black","Female",0,2008,19735614,43,5,19,FALSE,16.1
"62937",6833187,"Raleigh Police Department","Speed Limit","White","Male",0,2007,19821303,42,2,5,FALSE,13
"88721",9451244,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2008,1984,45,12,10,FALSE,20.1
"157596",16240367,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2013,19843686,27,1,16,TRUE,18
"93141",10002359,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2009,19775634,30,5,29,TRUE,19.5
"109823",11501351,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2010,19863154,45,4,15,FALSE,3.2
"75078",7937851,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2007,19779011,60,12,20,FALSE,11.6
"79904",8354128,"Raleigh Police Department","Safe Movement","White","Female",0,2008,19830600,50,4,13,TRUE,20.9
"85204",8785853,"Raleigh Police Department","Speed Limit","White","Male",0,2008,19667591,25,8,15,FALSE,4.7
"137584",14006939,"Raleigh Police Department","Stop Light/Sign","Black","Female",0,2011,19783637,25,9,29,FALSE,10.4
"21696",3325058,"Raleigh Police Department","Speed Limit","Black","Male",0,2003,19743851,28,8,1,FALSE,12
"6003",1882153,"Raleigh Police Department","Speed Limit","White","Female",0,2002,19624824,49,5,14,FALSE,7.6
"38693",4912566,"Raleigh Police Department","Speed Limit","White","Male",0,2005,19706367,31,3,17,FALSE,5.9
"6560",1884270,"Raleigh Police Department","Speed Limit","White","Female",0,2002,19615139,23,5,24,FALSE,19
"114789",12007933,"Raleigh Police Department","Speed Limit","White","Female",0,2010,19807112,33,7,1,TRUE,7.8
"42863",5350816,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2005,19774153,19,8,2,TRUE,11.6
"158860",16301276,"Raleigh Police Department","Speed Limit","Black","Female",0,2013,19742192,27,2,26,FALSE,4.9
"93264",10002930,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2009,19786927,33,5,9,FALSE,0.7
"20057",3144758,"Raleigh Police Department","Driving Impaired","White","Male",0,2003,19731439,24,6,7,TRUE,18.5
"17984",2957897,"Raleigh Police Department","Stop Light/Sign","White","Female",0,2003,19697522,20,4,3,FALSE,10.7
"50975",5918082,"Raleigh Police Department","Stop Light/Sign","White","Female",0,2006,19670868,31,4,26,FALSE,14.3
"75375",7938869,"Raleigh Police Department","Speed Limit","White","Male",0,2007,19723556,35,12,24,FALSE,13.1
"4634",1727383,"Raleigh Police Department","Speed Limit","Black","Female",0,2002,19646072,32,4,18,FALSE,13.9
"46729",5661419,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2006,19785161,29,1,9,TRUE,5.6
"2771",1623755,"Raleigh Police Department","Speed Limit","White","Female",0,2002,19661839,30,3,7,FALSE,23.6
"114009",11857774,"Raleigh Police Department","Speed Limit","White","Male",0,2010,19729159,27,6,10,FALSE,1.5
"122119",12567865,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2010,19676618,40,11,8,TRUE,18.5
"163266",16722911,"Raleigh Police Department","Speed Limit","Black","Female",0,2013,19880537,40,5,16,FALSE,13.3
"40005",5082541,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2005,19640601,31,4,17,FALSE,12.7
"93389",10003447,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2009,19734155,45,5,15,TRUE,13.9
"8476",2077616,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19732033,27,7,7,TRUE,6.7
"139838",14353595,"Raleigh Police Department","Other Vehicle","Black","Female",0,2011,19860851,21,11,24,FALSE,18.2
"111107",11507150,"Raleigh Police Department","Vehicle Equipment","Other","Female",0,2010,19867460,33,4,7,TRUE,8.8
"80089",8354903,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2008,19756826,23,4,19,FALSE,0.8
"17660",2856331,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2003,19780513,44,3,26,TRUE,16.9
"136199",13895165,"Raleigh Police Department","Speed Limit","Black","Male",0,2011,19676618,36,8,19,TRUE,5.6
"67540",7261737,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2007,19797672,24,6,13,FALSE,21.9
"172165",17581351,"Raleigh Police Department","Speed Limit","Other","Male",0,2013,19736439,44,12,11,FALSE,1.1
"46054",5606578,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2005,19785491,27,12,27,FALSE,5.4
"91313",9829347,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2009,19867460,25,3,12,TRUE,25
"80549",8485816,"Raleigh Police Department","Seat Belt","White","Male",0,2008,19706367,57,5,21,FALSE,7.1
"102690",10836392,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2009,19784435,21,11,14,FALSE,15.4
"76330",8023300,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2008,1984,25,1,7,FALSE,3.5
"118500",12237357,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2010,19733125,25,9,17,FALSE,15.1
"71611",7614440,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2007,19703591,25,9,19,FALSE,24.5
"107230",11260457,"Raleigh Police Department","Stop Light/Sign","Other","Male",0,2010,19789506,50,2,16,FALSE,22.9
"92520",9861611,"Raleigh Police Department","Speed Limit","White","Female",0,2009,19797672,47,4,30,FALSE,24.9
"110741",11505404,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2010,19860609,40,4,26,FALSE,16.4
"114270",11858769,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2010,19729159,52,6,4,FALSE,13.4
"58084",6425004,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2006,19780513,22,10,28,TRUE,3.1
"129959",13311199,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2011,19729159,55,4,28,FALSE,23.9
"59827",6592567,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2006,19752431,27,12,6,TRUE,6.5
"53374",6082711,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2006,19779011,30,6,13,FALSE,2.7
"135839",13893512,"Raleigh Police Department","Speed Limit","Black","Female",0,2011,19676618,44,8,19,TRUE,11.4
"38170",4910390,"Raleigh Police Department","Speed Limit","Black","Male",0,2005,19796778,21,3,3,FALSE,3.2
"138924",14199491,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2011,19851101,25,10,9,TRUE,5.9
"48521",5744381,"Raleigh Police Department","Stop Light/Sign","Black","Female",0,2006,19552992,26,2,10,FALSE,14.6
"128249",13164075,"Raleigh Police Department","Speed Limit","White","Male",0,2011,19867460,29,3,14,TRUE,15.6
"97735",10443815,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2009,19742931,27,8,7,TRUE,12.2
"110856",11505905,"Raleigh Police Department","Speed Limit","Black","Female",0,2010,19729159,42,4,28,FALSE,14.9
"93973",10005825,"Raleigh Police Department","Speed Limit","White","Male",0,2009,19774153,25,5,18,TRUE,20.5
"169789",17338451,"Raleigh Police Department","Speed Limit","Black","Female",0,2013,19863010,33,10,24,FALSE,7.2
"22983",3368443,"Raleigh Police Department","Seat Belt","White","Male",0,2003,19701561,45,9,7,FALSE,6.9
"47584",5664528,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2006,19804976,34,1,25,FALSE,16.5
"84946",8784958,"Raleigh Police Department","Speed Limit","Black","Female",0,2008,19793811,30,8,21,TRUE,12.3
"78377",8279179,"Raleigh Police Department","Other Vehicle","White","Female",0,2008,19743851,18,3,25,FALSE,0.4
"68443",7265432,"Raleigh Police Department","Speed Limit","Black","Male",0,2007,19660950,40,6,14,FALSE,8.7
"93056",10001972,"Raleigh Police Department","Other Vehicle","Black","Female",0,2009,19745877,21,5,6,FALSE,4.4
"85311",8786286,"Raleigh Police Department","Speed Limit","White","Male",0,2008,19723556,45,8,16,FALSE,16.4
"96162",10346922,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2009,19822048,25,7,25,FALSE,16.2
"63998",6836796,"Raleigh Police Department","Speed Limit","Black","Female",0,2007,19778104,27,2,23,TRUE,7.6
"7465",1956943,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19757479,38,6,15,TRUE,19.3
"164654",16817936,"Raleigh Police Department","Speed Limit","Black","Female",0,2013,19737879,25,6,18,FALSE,4.4
"87209",9238400,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2008,19806844,36,10,29,FALSE,7.2
"138366",14196742,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2011,19729159,42,10,26,FALSE,7.8
"23065",3368978,"Raleigh Police Department","Speed Limit","White","Male",0,2003,19786618,33,9,11,TRUE,16.5
"29828",4121153,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2004,19706367,43,5,28,FALSE,16.3
"61555",6828167,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2007,19786927,28,1,12,FALSE,2.7
"165489",16821193,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2013,19834458,21,6,5,FALSE,7.4
"101561",10706452,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2009,19832496,28,10,9,FALSE,9.1
"9361",2080693,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2002,19752431,28,7,28,TRUE,12.2
"143563",14754693,"Raleigh Police Department","Other Vehicle","Black","Female",0,2012,19784435,24,2,19,FALSE,19.9
"67352",7260825,"Raleigh Police Department","Seat Belt","Black","Male",0,2007,19778104,18,6,6,TRUE,6.2
"134303",13814029,"Raleigh Police Department","Speed Limit","White","Female",0,2011,19784435,35,7,21,FALSE,0.9
"66785",7145400,"Raleigh Police Department","Speed Limit","Black","Female",0,2007,19660950,20,5,29,FALSE,17.3
"110296",11503651,"Raleigh Police Department","Speed Limit","Black","Female",0,2010,19775853,40,4,11,FALSE,17.1
"256",1425447,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2002,19745114,51,1,10,FALSE,20.8
"131853",13511271,"Raleigh Police Department","Speed Limit","White","Male",0,2011,19848751,35,5,13,FALSE,5.6
"167899",17094966,"Raleigh Police Department","Speed Limit","Black","Female",0,2013,19835340,38,8,23,FALSE,18.3
"106137",11214097,"Raleigh Police Department","Speed Limit","White","Male",0,2010,19822048,29,1,24,FALSE,12.3
"46051",5606570,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2005,19784435,27,12,27,FALSE,22.2
"42921",5351117,"Raleigh Police Department","Other Vehicle","White","Male",0,2005,19804976,50,8,4,FALSE,9.9
"134662",13815509,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2011,19843686,26,7,15,TRUE,22.9
"31426",4311105,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2004,19731439,22,7,15,TRUE,5
"34706",4545371,"Raleigh Police Department","Investigation","Black","Male",0,2004,19735279,20,10,22,TRUE,18.8
"134293",13813996,"Raleigh Police Department","Investigation","White","Female",0,2011,19843686,23,7,21,TRUE,3.3
"34772",4545641,"Raleigh Police Department","Speed Limit","White","Male",0,2004,19660950,25,10,26,FALSE,12
"39248",4914573,"Raleigh Police Department","Speed Limit","White","Male",0,2005,19743851,36,3,27,FALSE,21.5
"132664",13589192,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2011,19751867,26,6,16,TRUE,16
"1300",1496062,"Raleigh Police Department","Speed Limit","White","Female",0,2002,19660950,34,2,4,FALSE,16.3
"85608",8787515,"Raleigh Police Department","Investigation","Black","Male",0,2008,19789957,44,8,11,TRUE,22.9
"90838",9826890,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2009,19774153,52,3,28,TRUE,1
"47774",5665149,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2006,19790722,34,1,29,FALSE,22.2
"45529",5604216,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2005,19692424,53,12,13,TRUE,3.9
"96422",10348130,"Raleigh Police Department","Safe Movement","Black","Male",0,2009,19729159,31,7,8,FALSE,5.9
"99974",10560417,"Raleigh Police Department","Speed Limit","White","Female",0,2009,19735614,25,9,11,FALSE,0.1
"123777",12714725,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2010,19730613,21,12,19,TRUE,7
"137217",14005277,"Raleigh Police Department","Speed Limit","White","Male",0,2011,19784435,50,9,28,FALSE,7.5
"1093",1428074,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2002,19646072,28,1,30,FALSE,0.2
"8483",2077635,"Raleigh Police Department","Seat Belt","Black","Male",0,2002,19678924,53,7,7,FALSE,14.3
"148943",15325238,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2012,19872955,19,6,26,FALSE,24.9
"98024",10445265,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2009,19730613,19,8,2,TRUE,2.7
"115444",12011067,"Raleigh Police Department","Speed Limit","Black","Male",0,2010,19786618,35,7,14,TRUE,16.1
"25245",3832751,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2004,19767184,52,1,6,FALSE,17.3
"69407",7370916,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2007,19742931,52,7,21,TRUE,18.6
"106715",11258031,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2010,19872955,40,2,1,FALSE,6.7
"7786",1958202,"Raleigh Police Department","Speed Limit","Black","Male",0,2002,19660950,46,6,21,FALSE,23.1
"41259",5182469,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2005,19774153,40,6,21,TRUE,17.5
"155861",16072836,"Raleigh Police Department","Speed Limit","White","Male",0,2012,19784435,35,12,27,FALSE,11.5
"118817",12238778,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2010,19729159,27,9,17,FALSE,21.3
"134165",13813267,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2011,7219,23,7,10,TRUE,6.8
"1943",1498020,"Raleigh Police Department","Speed Limit","Black","Female",0,2002,19714226,25,2,17,TRUE,3.5
"98841",10448248,"Raleigh Police Department","Other Vehicle","White","Female",0,2009,19790722,18,8,11,FALSE,16.5
"157674",16240683,"Raleigh Police Department","Investigation","Black","Male",0,2013,19851101,50,1,17,TRUE,1.5
"36762",4621610,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2004,19825904,22,12,27,FALSE,0.8
"53582",6083511,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2006,19745877,36,6,18,FALSE,3.6
"161024",16452020,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2013,19773343,31,3,9,FALSE,9.7
"17408",2855224,"Raleigh Police Department","Speed Limit","White","Female",0,2003,19706367,38,3,19,FALSE,4.9
"148601",15323922,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2012,19730613,55,6,13,TRUE,12.2
"53666",6083848,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2006,19806445,20,6,21,TRUE,4.9
"95251",10137103,"Raleigh Police Department","Speed Limit","White","Male",0,2009,19775634,39,6,14,TRUE,5.4
"74306",7875699,"Raleigh Police Department","Speed Limit","White","Male",0,2007,19778104,55,11,13,TRUE,5
"101216",10704717,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2009,1986,34,10,24,FALSE,22.3
"39735",5081288,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2005,19621914,23,4,8,FALSE,24.2
"618",1426620,"Raleigh Police Department","Driving Impaired","Other","Male",0,2002,19757479,24,1,19,TRUE,10.6
"142397",14665095,"Raleigh Police Department","Stop Light/Sign","White","Female",0,2012,19730613,33,1,13,TRUE,19
"84604",8783436,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2008,19786927,31,8,7,FALSE,19.7
"105351",11211068,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2010,19786927,30,1,11,FALSE,5.8
"168828",17097530,"Raleigh Police Department","Other Vehicle","White","Male",0,2013,19880634,23,8,1,FALSE,1.3
"76608",8024266,"Raleigh Police Department","Speed Limit","Black","Female",0,2008,19786927,50,1,30,FALSE,16.4
"14422",2553915,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2002,19735279,30,12,31,TRUE,19.5
"31036",4232302,"Raleigh Police Department","Other Vehicle","White","Male",0,2004,19752431,37,6,30,TRUE,9.9
"25414",3833470,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2004,19804976,40,1,11,FALSE,13.9
"162917",16575885,"Raleigh Police Department","Other Vehicle","White","Male",0,2013,19812106,24,4,3,FALSE,14.2
"172269",17581677,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2013,19867460,21,12,17,TRUE,20.7
"35457",4615860,"Raleigh Police Department","Speed Limit","Black","Female",0,2004,19773343,29,11,16,FALSE,20.9
"51732",5996208,"Raleigh Police Department","Speed Limit","White","Female",0,2006,19706367,36,5,11,FALSE,12
"141470",14437875,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2011,19889988,29,12,13,FALSE,13.4
"76713",8024619,"Raleigh Police Department","Speed Limit","White","Male",0,2008,19706367,29,1,21,FALSE,3.9
"76147",8022593,"Raleigh Police Department","Safe Movement","White","Male",0,2008,19722683,48,1,30,FALSE,17.4
"95322",10137345,"Raleigh Police Department","Speed Limit","White","Female",0,2009,19793299,35,6,13,FALSE,2.8
"92537",9861635,"Raleigh Police Department","Speed Limit","White","Female",0,2009,19735614,29,4,30,FALSE,10.6
"15226",2691614,"Raleigh Police Department","Speed Limit","White","Male",0,2003,19699955,43,1,21,FALSE,24.6
"171505",17578944,"Raleigh Police Department","Speed Limit","Black","Male",0,2013,19742192,48,12,12,FALSE,1.2
"113964",11857636,"Raleigh Police Department","Stop Light/Sign","Black","Female",0,2010,19863154,45,6,14,FALSE,3.1
"150015",15473854,"Raleigh Police Department","Speed Limit","Black","Female",0,2012,19736439,41,7,8,FALSE,1.1
"43612",5353936,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2005,19800001,58,8,22,FALSE,19.5
"39204",4914388,"Raleigh Police Department","Speed Limit","White","Female",0,2005,19775634,44,3,26,TRUE,6.3
"44909",5439991,"Raleigh Police Department","Other Vehicle","White","Female",0,2005,19667591,20,9,28,FALSE,23.6
"35126",4614216,"Raleigh Police Department","Speed Limit","Black","Female",0,2004,19660950,50,11,5,FALSE,14.7
"117433",12150279,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2010,19775634,21,8,8,TRUE,22
"85896",9161750,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2008,19825904,45,9,25,FALSE,15.8
"96271",10347496,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2009,19730613,24,7,18,TRUE,16
"92945",10001398,"Raleigh Police Department","Other Vehicle","White","Male",0,2009,19784435,24,5,30,FALSE,0.1
"111855",11686125,"Raleigh Police Department","Seat Belt","White","Male",0,2010,19863154,32,5,27,FALSE,23.8
"135820",13893428,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2011,19863154,23,8,18,FALSE,5.2
"53158",6081761,"Raleigh Police Department","Speed Limit","Black","Male",0,2006,19706367,38,6,7,FALSE,4.7
"66947",7145963,"Raleigh Police Department","Speed Limit","Black","Female",0,2007,19667591,50,5,9,FALSE,2.9
"3620",1626553,"Raleigh Police Department","Investigation","White","Male",0,2002,19766282,23,3,28,TRUE,9.4
"160681",16450875,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2013,19880537,50,3,16,FALSE,4.2
"37983",4778806,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2005,19797672,22,1,31,FALSE,8.2
"154215",15823835,"Raleigh Police Department","Speed Limit","White","Male",0,2012,19876339,58,10,28,FALSE,24.3
"76955",8025616,"Raleigh Police Department","Speed Limit","White","Male",0,2008,19660950,25,1,4,FALSE,21.6
"116662",12146427,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2010,19812106,24,8,11,FALSE,5.3
"37284",4775392,"Raleigh Police Department","Speed Limit","White","Male",0,2005,19706367,35,1,11,FALSE,21.7
"117012",12148256,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2010,19872955,46,8,18,FALSE,7.6
"107674",11262095,"Raleigh Police Department","Speed Limit","Black","Female",0,2010,19706367,27,2,23,FALSE,13.4
"9673",2194764,"Raleigh Police Department","Stop Light/Sign","Other","Female",0,2002,19699955,25,8,6,FALSE,3.6
"715",1426929,"Raleigh Police Department","Speed Limit","Black","Male",0,2002,19729159,37,1,21,FALSE,21.1
"154851",15826669,"Raleigh Police Department","Speed Limit","White","Female",0,2012,19676618,39,10,10,TRUE,4
"88829",9451797,"Raleigh Police Department","Speed Limit","White","Male",0,2008,19797219,33,12,16,FALSE,6.7
"144774",14926325,"Raleigh Police Department","Safe Movement","White","Male",0,2012,19811767,30,3,30,FALSE,4.2
"39527",5080320,"Raleigh Police Department","Safe Movement","White","Male",0,2005,19754956,32,4,3,TRUE,12.7
"18602",2960469,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2003,19785161,32,4,22,TRUE,16.4
"76798",8024960,"Raleigh Police Department","Speed Limit","Black","Female",0,2008,19660950,20,1,11,FALSE,20.5
"156590",16075879,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2012,19889988,40,12,1,FALSE,1
"81449",8489441,"Raleigh Police Department","Speed Limit","White","Male",0,2008,19735614,33,5,19,FALSE,10.8
"151280",15578241,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2012,19860851,50,8,2,FALSE,17.4
"164502",16817445,"Raleigh Police Department","Speed Limit","White","Female",0,2013,19835340,37,6,6,FALSE,13
"56047",6320778,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2006,19670487,26,9,6,FALSE,1.1
"125892",12868497,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2011,19820776,35,1,2,FALSE,24.4
"155660",16072067,"Raleigh Police Department","Stop Light/Sign","Black","Female",0,2012,19872955,26,12,28,FALSE,1.3
"111721",11685684,"Raleigh Police Department","Speed Limit","White","Male",0,2010,19848751,20,5,24,FALSE,2.9
"139170",14350579,"Raleigh Police Department","Other Vehicle","Black","Female",0,2011,19743851,24,11,1,FALSE,4
"47344",5663509,"Raleigh Police Department","Investigation","Black","Female",0,2006,19806445,23,1,20,TRUE,1
"109765",11501068,"Raleigh Police Department","Speed Limit","Black","Male",0,2010,19777855,25,4,11,FALSE,19.1
